dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention
ji,91479322-1d6e-11e9-b9c3-6c96cfdf0295,4,recruiter,Would engineer at google be possible?,To propose an alternative job opportunity and gauge the worker's interest.
ji,91479322-1d6e-11e9-b9c3-6c96cfdf0295,5,recruiter,"Actually, let me see",To reconsider the previous suggestion and indicate a need to reassess available options.
ji,91479322-1d6e-11e9-b9c3-6c96cfdf0295,6,worker,I could also do Manager at Amazon or Sales at Amazon.,To express flexibility and interest in other job roles at a different company.
ji,91f8f2fa-1d6e-11e9-accd-6c96cfdf0295,0,worker,Hi,To greet the other person
ji,91f8f2fa-1d6e-11e9-accd-6c96cfdf0295,1,worker,How are you,To inquire about the other person's well-being
ji,91f8f2fa-1d6e-11e9-accd-6c96cfdf0295,2,worker,This is ideal for me,To express satisfaction or approval
ji,91f8f2fa-1d6e-11e9-accd-6c96cfdf0295,3,worker,Most important is designer at apple,To emphasize the importance of a specific role or position
ji,91f8f2fa-1d6e-11e9-accd-6c96cfdf0295,4,worker,Tell em weat you think,To request feedback or opinion
ji,91f8f2fa-1d6e-11e9-accd-6c96cfdf0295,5,worker,What,To express confusion or ask for clarification
ji,8a06ed7e-1d6e-11e9-9b3b-6c96cfdf0295,0,worker,"Hi! I'm willing to work any position other than manager, so long as it's for Apple",Express willingness to work for Apple in any position except manager
ji,8a06ed7e-1d6e-11e9-9b3b-6c96cfdf0295,1,worker,I'd like four days off if possible.,Request four days off if possible
ji,8a06ed7e-1d6e-11e9-9b3b-6c96cfdf0295,2,worker,I'd prefer to work in Seoul or Beijing but can be flexible.,Express location preference but show flexibility
ji,8a06ed7e-1d6e-11e9-9b3b-6c96cfdf0295,3,recruiter,What about anything aside from designer with google or amazon?,Inquire about willingness to work for other companies
ji,8a06ed7e-1d6e-11e9-9b3b-6c96cfdf0295,4,worker,"I'm afraid I really do want to work for Apple, not as a manager though. I can be flexible in location or pay, though.",Reiterate desire to work for Apple and show flexibility in location or pay
ji,8a06ed7e-1d6e-11e9-9b3b-6c96cfdf0295,5,worker,"If I had to, I might be willing to work in sales at Facebook",Express conditional willingness to work in sales at Facebook
ji,8a06ed7e-1d6e-11e9-9b3b-6c96cfdf0295,6,recruiter,So position is most important?,Seek clarification on the worker's priority regarding position
ji,8a06ed7e-1d6e-11e9-9b3b-6c96cfdf0295,7,worker,"I'd say so, yes",Confirm that position is the most important factor
ji,8a06ed7e-1d6e-11e9-9b3b-6c96cfdf0295,8,worker,Position and company,Clarify that both position and company are important
ji,8a06ed7e-1d6e-11e9-9b3b-6c96cfdf0295,9,recruiter,"Sadly it is for me too, and apple is not looking that great. I can do apple but the pay and days off would suffer. Google and amazon are middle of the road for me.",Express limitations and provide options with different companies
ji,8a06ed7e-1d6e-11e9-9b3b-6c96cfdf0295,10,worker,"Sadly I can't work for either of those, so we'll have to make it up elsewhere. I'm willing to compromise on either days off or pay, but I'd prefer it be pay, that or workplace.",Express inability to work for Google or Amazon and willingness to compromise on days off or pay
ji,8a06ed7e-1d6e-11e9-9b3b-6c96cfdf0295,11,recruiter,Sure let me run some numbers and see what I can come up with.,Offer to calculate and propose a solution
ji,8a06ed7e-1d6e-11e9-9b3b-6c96cfdf0295,12,worker,"Or I can compromise with Facebook, but only for sales",Express willingness to compromise with Facebook for a sales position
ji,8a06ed7e-1d6e-11e9-9b3b-6c96cfdf0295,13,recruiter,like thats the best I can do with apple engineer.,State limitation with Apple engineer position
ji,8a06ed7e-1d6e-11e9-9b3b-6c96cfdf0295,14,worker,How is sales in apple or facebook for you?,Inquire about the recruiter's stance on sales positions at Apple or Facebook
ji,8a06ed7e-1d6e-11e9-9b3b-6c96cfdf0295,15,recruiter,let me look over them,Indicate intention to review options for sales positions
ji,8d290ab4-1d6e-11e9-a1c9-6c96cfdf0295,0,recruiter,I got a steller job at facebook,To inform the worker about a job opportunity at Facebook
ji,8d290ab4-1d6e-11e9-a1c9-6c96cfdf0295,1,recruiter,manager,To specify the job position as a manager
ji,8d290ab4-1d6e-11e9-a1c9-6c96cfdf0295,2,recruiter,bunch of other manager positions at other companies,To highlight the availability of similar positions at other companies
ji,8d290ab4-1d6e-11e9-a1c9-6c96cfdf0295,3,recruiter,in seoul,To provide the location of the job opportunity
ji,8d290ab4-1d6e-11e9-a1c9-6c96cfdf0295,4,recruiter,hello?,To check if the worker is still engaged in the conversation
ji,8d290ab4-1d6e-11e9-a1c9-6c96cfdf0295,5,worker,helo,To acknowledge the recruiter's message and indicate presence
ji,8d290ab4-1d6e-11e9-a1c9-6c96cfdf0295,6,worker,"Great, i would love going to Seoul,",To express interest in the job opportunity in Seoul
ji,8d290ab4-1d6e-11e9-a1c9-6c96cfdf0295,7,recruiter,you got it. How about work place?,To confirm the worker's interest and inquire about workplace preferences
ji,8d290ab4-1d6e-11e9-a1c9-6c96cfdf0295,8,worker,I propose the best high rise available. Let me know.,To suggest a preference for a high-rise workplace and request feedback
ji,8d290ab4-1d6e-11e9-a1c9-6c96cfdf0295,9,worker,Is there an opportunity to work remotely also?,To inquire about the possibility of remote work
ji,8d290ab4-1d6e-11e9-a1c9-6c96cfdf0295,10,recruiter,i can give you a great salary as manager at facebook,To offer a competitive salary for the manager position at Facebook
ji,8d290ab4-1d6e-11e9-a1c9-6c96cfdf0295,11,worker,Wonderful. what is it?,To express enthusiasm and request details about the salary
ji,962d4ec2-1d6e-11e9-bdaa-6c96cfdf0295,0,worker,hello,greet the recruiter
ji,962d4ec2-1d6e-11e9-bdaa-6c96cfdf0295,1,recruiter,hello,greet the worker
ji,962d4ec2-1d6e-11e9-bdaa-6c96cfdf0295,2,worker,amazon is good,express a positive opinion about Amazon
ji,962d4ec2-1d6e-11e9-bdaa-6c96cfdf0295,3,recruiter,Engineer tokyo or seoul,offer job locations to the worker
ji,962d4ec2-1d6e-11e9-bdaa-6c96cfdf0295,4,worker,ok,acknowledge the recruiter's offer
ji,962d4ec2-1d6e-11e9-bdaa-6c96cfdf0295,5,recruiter,ok,acknowledge the worker's response
ji,94ee6f64-1d6e-11e9-95ca-6c96cfdf0295,0,recruiter,Hi we have great positions,To introduce job opportunities to the worker
ji,94ee6f64-1d6e-11e9-95ca-6c96cfdf0295,1,worker,"Hi there.  I'd love a Designer job at Amazon, if possible.",To express interest in a specific job position at Amazon
ji,94ee6f64-1d6e-11e9-95ca-6c96cfdf0295,2,recruiter,are you interested in amazon sales or facebook designer?,To clarify the worker's interest in available positions
ji,94ee6f64-1d6e-11e9-95ca-6c96cfdf0295,3,worker,"No, neither work for me.",To reject the options provided by the recruiter
ji,94ee6f64-1d6e-11e9-95ca-6c96cfdf0295,4,worker,Is Designer at Amazon no go?,To inquire about the possibility of a Designer position at Amazon
ji,94ee6f64-1d6e-11e9-95ca-6c96cfdf0295,5,recruiter,no that works,To confirm the availability of the Designer position at Amazon
ji,94ee6f64-1d6e-11e9-95ca-6c96cfdf0295,6,worker,Can it be in Tokyo?,To inquire about the location preference for the job position
ji,9609b6a6-1d6e-11e9-b778-6c96cfdf0295,0,recruiter,hello,Initiate conversation
ji,9609b6a6-1d6e-11e9-b778-6c96cfdf0295,1,recruiter,i have some work for you,Inform the worker about available work
ji,9609b6a6-1d6e-11e9-b778-6c96cfdf0295,2,worker,hi,Respond to the greeting
ji,9609b6a6-1d6e-11e9-b778-6c96cfdf0295,3,worker,I would like to work for amazon other than engineer,Express desire to work for Amazon in a non-engineering role
ji,9609b6a6-1d6e-11e9-b778-6c96cfdf0295,4,worker,apple designer will also work,Indicate willingness to work as a designer at Apple
ji,9609b6a6-1d6e-11e9-b778-6c96cfdf0295,5,recruiter,I have apple manager,Offer a position as an Apple manager
ji,9609b6a6-1d6e-11e9-b778-6c96cfdf0295,6,recruiter,in Seoul,Provide location information for the offered position
ji,9609b6a6-1d6e-11e9-b778-6c96cfdf0295,7,worker,that works,Express agreement with the offered position
ji,9609b6a6-1d6e-11e9-b778-6c96cfdf0295,8,worker,I take it back,Retract previous acceptance
ji,9609b6a6-1d6e-11e9-b778-6c96cfdf0295,9,worker,apple manager will not work,Reject the position of Apple manager
ji,9609b6a6-1d6e-11e9-b778-6c96cfdf0295,10,worker,google engineer or facebook manager would also work,Express willingness to work as a Google engineer or Facebook manager
ji,9609b6a6-1d6e-11e9-b778-6c96cfdf0295,11,recruiter,apple enginner or google enginner?,Seek clarification on the worker's preference between Apple and Google engineer roles
ji,9609b6a6-1d6e-11e9-b778-6c96cfdf0295,12,recruiter,I can do google engineer for you,Offer the position of Google engineer
ji,89bc07dc-1d6e-11e9-a324-6c96cfdf0295,0,worker,Hello,To initiate the conversation
ji,89bc07dc-1d6e-11e9-a324-6c96cfdf0295,1,recruiter,hi sir,To acknowledge the greeting and reciprocate
ji,89bc07dc-1d6e-11e9-a324-6c96cfdf0295,2,recruiter,i want job',To express a desire for employment
ji,89bc07dc-1d6e-11e9-a324-6c96cfdf0295,3,worker,I am looking for a job in Sales overseas,To specify the type of job they are seeking
ji,89bc07dc-1d6e-11e9-a324-6c96cfdf0295,4,worker,I have always dreamed of working for Facebook or Amaxon,To share personal aspirations and preferred companies
ji,89bc07dc-1d6e-11e9-a324-6c96cfdf0295,5,worker,Amazon,To correct a typographical error
ji,89bc07dc-1d6e-11e9-a324-6c96cfdf0295,6,recruiter,how much salary you pay,To inquire about the salary expectation
ji,89bc07dc-1d6e-11e9-a324-6c96cfdf0295,7,worker,I was hoping to start at $35,To state their salary expectation
ji,89bc07dc-1d6e-11e9-a324-6c96cfdf0295,8,recruiter,i want 55$,To negotiate for a higher salary
ji,89bc07dc-1d6e-11e9-a324-6c96cfdf0295,9,worker,"I believe you may be mistaken.  I am playing the ""worker"" role.  Are you not a recruiter?",To clarify roles and address a misunderstanding
ji,89bc07dc-1d6e-11e9-a324-6c96cfdf0295,10,recruiter,i know my family is big so i want 60 $,To justify the request for a higher salary
ji,89bc07dc-1d6e-11e9-a324-6c96cfdf0295,11,worker,I don't have an option for $60.  $50 is as far as I am able to offer you.  It is the max,To negotiate and set a salary limit
ji,89bc07dc-1d6e-11e9-a324-6c96cfdf0295,12,recruiter,k,To acknowledge the offer
ji,89bc07dc-1d6e-11e9-a324-6c96cfdf0295,13,recruiter,at least 55 give me,To persist in negotiating for a higher salary
ji,89bc07dc-1d6e-11e9-a324-6c96cfdf0295,14,worker,I can't offer something the system won't let me,To explain the limitations of their offer
ji,953e7414-1d6e-11e9-913d-6c96cfdf0295,0,recruiter,hello i am hiring,To inform the worker about a hiring opportunity
ji,953e7414-1d6e-11e9-913d-6c96cfdf0295,1,worker,that sounds good,To express interest in the opportunity
ji,953e7414-1d6e-11e9-913d-6c96cfdf0295,2,recruiter,at google or apple but not engineer,To specify the companies involved in the hiring opportunity
ji,953e7414-1d6e-11e9-913d-6c96cfdf0295,3,recruiter,i have a proposal,To indicate that they have a specific proposal to offer
ji,953e7414-1d6e-11e9-913d-6c96cfdf0295,4,recruiter,for tokyo or seoul,To specify the locations related to the proposal
ji,953e7414-1d6e-11e9-913d-6c96cfdf0295,5,worker,Seoul sounds good,To express a preference for the Seoul location
ji,953e7414-1d6e-11e9-913d-6c96cfdf0295,6,recruiter,ok,To acknowledge the worker's preference
ji,953e7414-1d6e-11e9-913d-6c96cfdf0295,7,recruiter,i can change to sales if you would like,To offer flexibility in the job role to suit the worker's preference
ji,953e7414-1d6e-11e9-913d-6c96cfdf0295,8,worker,can I go to apple designer?,To inquire about the possibility of a specific job role at Apple
ji,8cbdc6be-1d6e-11e9-9682-6c96cfdf0295,0,recruiter,hello,Initiate conversation
ji,8cbdc6be-1d6e-11e9-9682-6c96cfdf0295,1,recruiter,what job do you like?,Inquire about the worker's job preferences
ji,8cbdc6be-1d6e-11e9-9682-6c96cfdf0295,2,worker,"Hi, I am looking for an engineer job with Amazon, Facebook, or Apple, but also open to sales at Apple or maybe even Facebook with other perks.",Express desire for specific job roles and companies
ji,8cbdc6be-1d6e-11e9-9682-6c96cfdf0295,3,recruiter,Okay',Acknowledge the worker's response
ji,8cbdc6be-1d6e-11e9-9682-6c96cfdf0295,4,recruiter,I have something,Indicate availability of a job opportunity
ji,8cbdc6be-1d6e-11e9-9682-6c96cfdf0295,5,worker,"Ok, let me know.  I prefer Tokyo or Sydney.",Express interest and specify preferred locations
ji,8cbdc6be-1d6e-11e9-9682-6c96cfdf0295,6,worker,"I can work with that, it is a reasonable offer.",Show willingness to accept the offer
ji,8cca5e10-1d6e-11e9-a4bb-6c96cfdf0295,0,recruiter,Greetings,To initiate the conversation
ji,8cca5e10-1d6e-11e9-a4bb-6c96cfdf0295,1,worker,Hi there.  I'd really love to work for Apple as an Engineer or Manager.,To express interest in working for Apple and specify desired roles
ji,8cca5e10-1d6e-11e9-a4bb-6c96cfdf0295,2,recruiter,I think I can make manager work,To indicate the possibility of fulfilling the worker's desire for a manager position
ji,8cca5e10-1d6e-11e9-a4bb-6c96cfdf0295,3,worker,Great.  Are there any openings in Seoul?,To inquire about job openings in a specific location (Seoul)
ji,8cca5e10-1d6e-11e9-a4bb-6c96cfdf0295,4,recruiter,I have positions in Sydney and Beijing,To provide information about available job locations
ji,8cca5e10-1d6e-11e9-a4bb-6c96cfdf0295,5,recruiter,I could do seoul but it would mean less days off per week and probably lower salary,To offer a potential option in Seoul with conditions
ji,8cca5e10-1d6e-11e9-a4bb-6c96cfdf0295,6,worker,I could do Sydney if we could find a generous salary compensation.,To express willingness to consider Sydney if salary conditions are met
ji,8cca5e10-1d6e-11e9-a4bb-6c96cfdf0295,7,recruiter,how much is your salary range for Sydney?,To inquire about the worker's salary expectations for Sydney
ji,8cca5e10-1d6e-11e9-a4bb-6c96cfdf0295,8,worker,I'd like 46 and 4 days a week.,To specify desired salary and work schedule
ji,8cca5e10-1d6e-11e9-a4bb-6c96cfdf0295,9,recruiter,That's doable,To confirm the feasibility of the worker's salary and schedule request
ji,8c6d9112-1d6e-11e9-b389-6c96cfdf0295,0,recruiter,hi,To initiate the conversation
ji,8c6d9112-1d6e-11e9-b389-6c96cfdf0295,1,worker,Hi,To acknowledge the greeting and reciprocate
ji,8c6d9112-1d6e-11e9-b389-6c96cfdf0295,2,recruiter,want to work?,To inquire about the worker's interest in a job opportunity
ji,8c6d9112-1d6e-11e9-b389-6c96cfdf0295,3,worker,Yes.  I'm interested in a great position!,To express interest in a job opportunity and desire for a good position
ji,8c6d9112-1d6e-11e9-b389-6c96cfdf0295,4,recruiter,sales?,To clarify or propose a specific job area
ji,8c6d9112-1d6e-11e9-b389-6c96cfdf0295,5,worker,I'd like to work in sales with Facebook if possible.,To express a preference for working in sales and specify a desired company
ji,8d078a68-1d6e-11e9-92fc-6c96cfdf0295,0,recruiter,Hello. What are you looking for?,To inquire about the worker's job location preferences.
ji,8d078a68-1d6e-11e9-92fc-6c96cfdf0295,1,worker,sydney or tokyo?,To express interest in job locations in Sydney or Tokyo.
ji,8d078a68-1d6e-11e9-92fc-6c96cfdf0295,2,worker,do one of those work?,To seek confirmation if the locations mentioned are available.
ji,8d078a68-1d6e-11e9-92fc-6c96cfdf0295,3,recruiter,OK. Let me see what I have.,To indicate willingness to check available job options.
ji,8d078a68-1d6e-11e9-92fc-6c96cfdf0295,4,worker,id really like sales or enginner at google?,To express a preference for a sales or engineering position at Google.
ji,8d078a68-1d6e-11e9-92fc-6c96cfdf0295,5,worker,or facebook?,To express an alternative preference for a position at Facebook.
ji,8d078a68-1d6e-11e9-92fc-6c96cfdf0295,6,worker,sydney or seoul,To update location preferences to Sydney or Seoul.
ji,8d078a68-1d6e-11e9-92fc-6c96cfdf0295,7,worker,id prefer something at facebook,To express a stronger preference for a position at Facebook.
ji,8d078a68-1d6e-11e9-92fc-6c96cfdf0295,8,worker,well really google,To clarify that Google is the top preference.
ji,8d078a68-1d6e-11e9-92fc-6c96cfdf0295,9,recruiter,I have nothing at Google.,To inform the worker that there are no available positions at Google.
ji,8d078a68-1d6e-11e9-92fc-6c96cfdf0295,10,worker,facebook?,To inquire about the availability of positions at Facebook.
ji,8d078a68-1d6e-11e9-92fc-6c96cfdf0295,11,recruiter,"Unfortunately, no Facebook. Only Apple",To inform the worker that there are no available positions at Facebook  only at Apple.
ji,8d078a68-1d6e-11e9-92fc-6c96cfdf0295,12,recruiter,Unless you want to switch to Tokyo.,To suggest considering a location switch to Tokyo for available positions.
ji,8b0f3730-1d6e-11e9-ad69-6c96cfdf0295,0,recruiter,Hey!,To initiate the conversation
ji,8b0f3730-1d6e-11e9-ad69-6c96cfdf0295,1,worker,hello!,To respond to the greeting and acknowledge the conversation
ji,8b0f3730-1d6e-11e9-ad69-6c96cfdf0295,2,worker,I'm looking for a manager position in Beijing,To express their desire to find a manager position in Beijing
ji,8b0f3730-1d6e-11e9-ad69-6c96cfdf0295,3,recruiter,I have Manager at Amazon available,To inform the worker about an available manager position at Amazon
ji,8b0f3730-1d6e-11e9-ad69-6c96cfdf0295,4,recruiter,I can do beiging,To confirm the location availability for the position in Beijing
